									
									
	4	1998-04-17	A	Chicago	1-0	W	1-3	Lalas (Zavagnin) 14 	Tony Meola, Alexi Lalas, Mark Semioli, Jeff Zaun, Kerry Zavagnin, Mike Petke, Diego Sonora, Jim Rooney (Rhett Harty 87), Mike Sorber (sent off 90), Eduardo Hurtado, Giovanni Savarese (Paul Dougherty 64)
	5	1998-04-25	H	San Jose	4-3	W	2-3	Rooney (Petke, Hurtado) 26; Savarese (pk) 66; Hurtado (Ramos) 69; Lalas (Vega, Dougherty) 90	Tony Meola, Mike Petke, Jeff Zaun, Alexi Lalas, Mark Semioli, Diego Sonora (Tab Ramos 46), Kerry Zavagnin (sent off 78), Cristian da Silva (Marcelo Vega 46), Jim Rooney (sent off 71), Eduardo Hurtado, Giovanni Savarese (Paul Dougherty 84)
	6	1998-05-03	A	Tampa Bay	1-0	W	3-3	Sonora, D. (Dougherty, P., Hurtado) 75 	Tony Meola, Arley Palacios, Alexi Lalas, Rhett Harty, Cristian da Silva (Paul Dougherty 67), Mike Petke, Diego Sonora, Mike Sorber, Tab Ramos, Marcelo Vega (Brian Kelly 64), Eduardo Hurtado
	7	1998-05-06	H	Dallas	0-1	L	3-4		Tony Meola, Alexi Lalas, Mike Petke, Diego Sonora, Mike Sorber (Giovanni Savarese 61), Cristian da Silva (Paul Dougherty 65), Marcelo Vega (Jim Rooney 46), Tab Ramos, Eduardo Hurtado, Jeff Zaun, Brian Kelly
	8	1998-05-09	A	DC United	0-2	L	3-5		Tony Meola, Arley Palacios, Alexi Lalas, Mike Petke, Diego Sonora, Mike Sorber (Giovanni Savarese 63), Paul Dougherty, Brian Kelly (Kerry Zavagnin 46), Tab Ramos, Jim Rooney, Eduardo Hurtado
	9	1998-05-16	H	DC United	4-3	W	4-5	Savarese (Rooney, Sonora, D.) 21; Rooney (Sorber, Dougherty, P.) 42; Hurtado (Dougherty, P.) 47; Savarese (Hurtado) 64	Tony Meola, Diego Sonora, Mark Semioli, Arley Palacios, Mike Petke, Paul Dougherty (Carlos Parra 78), Mike Sorber, Brian Kelly, Jim Rooney (Kerry Zavagnin 76), Eduardo Hurtado, Giovanni Savarese
	10	1998-05-23	H	Miami	4-2	W	5-5	Hurtado (Dougherty, P.) 8; Dougherty, P. (Rooney, Savarese) 23; Rooney (unassisted) 42; Rooney (unassisted) 89	Tony Meola, Arley Palacios, Mark Semioli, Diego Sonora (Carlos Parra 52), Mike Petke, Paul Dougherty, Mike Sorber, Brian Kelly, Jim Rooney, Giovanni Savarese, Eduardo Hurtado (Kerry Zavagnin 84)
	11	1998-05-31	A	New England	1-1	W	6-5	Kelly (Hurtado, Rooney) 69	Tony Meola, Alexi Lalas, Arley Palacios, Mike Petke, Diego Sonora, Brian Kelly, Jim Rooney (Kerry Zavagnin 82), Mike Sorber, Paul Dougherty, Eduardo Hurtado, Giovanni Savarese (Miles Joseph 81)
	12	1998-06-03	H	Tampa Bay	1-2	L	6-6	Dougherty (Sorber, Kelly) 38	Tony Meola, Mike Petke, Arley Palacios (Miles Joseph 79), Alexi Lalas, Diego Sonora, Brian Kelly (Carlos Ledesma 72), Mike Sorber, Jim Rooney, Paul Dougherty, Giovanni Savarese, Eduardo Hurtado
	13	1998-06-07	A	Miami	2-1	W	7-6	Savarese (unassisted) 35; Joseph (Hurtado, Zavagnin) 88	Tony Meola, Diego Sonora, Matt Knowles (Billy Walsh 66), Arley Palacios, Mike Petke, Mike Sorber (Kerry Zavagnin 81), Paul Dougherty, Jim Rooney, Brian Kelly, Eduardo Hurtado, Giovanni Savarese (Miles Joseph 62)
	14	1998-06-13	H	Miami	3-1	W	8-6	Savarese (Hurtado, Sorber) 17; Hurtado (Savarese, Sorber) 47; Savarese (Corrales, Sorber) 53	Tony Meola, Diego Sonora, Mike Petke, Ramiro Corrales, Matt Knowles, Mike Sorber, Paul Dougherty (Miles Joseph 66), Jim Rooney (Billy Walsh 85), Brian Kelly, Giovanni Savarese, Eduardo Hurtado (Joe Munoz 78)
	15	1998-06-20	A	Columbus	1-2	L	8-7	Kelly (Hurtado) 7	Tony Meola, Ramiro Corrales (Kerry Zavagnin 76), Matt Knowles, Mike Petke, Diego Sonora, Paul Dougherty (Miles Joseph 76), Mike Sorber, Brian Kelly, Jim Rooney, Giovanni Savarese, Eduardo Hurtado
	16	1998-06-24	H	New England	5-3	W	9-7	Kelly (Savarese, Dougherty, P.) 40; Savarese (Sonora) 43; Kelly (Sonora, Rooney) 53; Petke (Dougherty, P.) 69; Dougherty (Hurtado) 88  	Tony Meola, Diego Sonora, Arley Palacios, Matt Knowles, Mike Petke, Mike Sorber (Kerry Zavagnin 25), Paul Dougherty, Brian Kelly, Jim Rooney, Giovanni Savarese (Billy Walsh 89), Eduardo Hurtado
	17	1998-07-04	A	Colorado	0-1	L	9-8		Tony Meola, Diego Sonora, Alexi Lalas, Arley Palacios, Mike Petke (Miles Joseph 80), Tab Ramos, Mike Sorber, Kerry Zavagnin (Jim Rooney 80), Brian Kelly, Eduardo Hurtado, Giovanni Savarese
	OC-3rd	1998-07-08	H	Hampton Roads	1-0	W		Hurtado 98	Tony Meola, Mike Duhaney, Arley Palacios, Alexi Lalas, Mike Petke, Mike Sorber, Ramiro Corrales (Miles Joseph 59), Tab Ramos, Jim Rooney, Giovanni Savarese (Marcelo Vega 46), Eduardo Hurtado
	18	1998-07-11	H	Tampa Bay	1-2	L	9-9	Rooney (Ramos, Savarese) 11	Tony Meola, Diego Sonora, Mike Petke, Alexi Lalas, Arley Palacios (Mike Duhaney 73), Mike Sorber, Brian Kelly, Jim Rooney, Tab Ramos, Giovanni Savarese (Marcelo Vega 51), Eduardo Hurtado
	19	1998-07-19	H	Columbus	3-0	W	10-9	Savarese (Hurtado) 26; Hurtado (Ramos, Vega) 42; Hurtado (Walsh, Zavagnin) 86	Tony Meola, Diego Sonora, Arley Palacios, Alexi Lalas, Mike Duhaney, Mike Sorber, Brian Kelly, Marcelo Vega (Billy Walsh 79), Tab Ramos (sent off 60), Giovanni Savarese (Kerry Zavagnin 63), Eduardo Hurtado
	OC-QF	1998-07-22	N	Tampa Bay	4-0	W		Savarese (Vega) 33; Savarese (Hurtado) 35; Rooney (Savarese) 75; Sorber (unassisted) 77	Tony Meola, Mike Duhaney, Arley Palacios, Alexi Lalas, Diego Sonora (Mark Semioli 78), Mike Sorber, Tab Ramos (Miles Joseph 59), Brian Kelly, Marcelo Vega (Jim Rooney 70), Eduardo Hurtado, Giovanni Savarese
	20	1998-07-25	H	Chicago	3-2	W	11-9	Hurtado (Vega, Savarese) 6; Joseph (unassisted) 25; Kelly (Joseph) 45	Tony Meola, Diego Sonora, Alexi Lalas, Arley Palacios, Mike Duhaney, Mike Sorber, Miles Joseph (Mike Petke 62), Brian Kelly, Marcelo Vega, Giovanni Savarese (Jim Rooney 72, sent off 89), Eduardo Hurtado (Kerry Zavagnin 87)
	21	1998-07-29	H	Kansas City	2-2	W	12-9	own goal (McKeon) 13; Savarese (Kelly, Hurtado) 69	Tony Meola, Mike Duhaney, Alexi Lalas, Arley Palacios, Diego Sonora, Brian Kelly (Mike Petke 79), Mike Sorber, Marcelo Vega (Eduardo Hurtado 58), Tab Ramos, Giovanni Savarese, Miles Joseph
	OC-SF	1998-08-04	N	Columbus	0-1	L			Tony Meola, Mike Petke, Arley Palacios, Alexi Lalas, Mike Duhaney, Mike Sorber, Tab Ramos (Miles Joseph 78), Brian Kelly, Marcelo Vega (Jim Rooney 66), Giovanni Savarese (Diego Walsh 81), Eduardo Hurtado
	22	1998-08-09	A	San Jose	1-5	L	12-10	Sonora (pk) 39	Tony Meola, Mike Duhaney (Mike Sorber 75), Alexi Lalas, Mike Petke, Diego Sonora, Brian Kelly (Arley Palacios 89), Kerry Zavagnin (sent off 72), Jim Rooney, Tab Ramos, Eduardo Hurtado, Giovanni Savarese (Marcelo Vega 66)
	23	1998-08-12	H	Columbus	3-1	W	13-10	Vega (Rooney) 58; Rooney (Hurtado, Sonora) 75; Joseph (Hurtado) 88	Tony Meola, Diego Sonora, Arley Palacios, Alexi Lalas, Mike Petke, Mike Sorber, Brian Kelly (Mike Duhaney 67), Tab Ramos, Jim Rooney (Miles Joseph 77), Marcelo Vega, Eduardo Hurtado
	24	1998-08-15	A	Miami	1-3	L	13-11	Duhaney, M. (Sorber) 84	Tony Meola, Diego Sonora, Arley Palacios, Alexi Lalas, Mike Petke (Giovanni Savarese 76), Mike Sorber, Tab Ramos, Jim Rooney (Miles Joseph 66), Brian Kelly (Mike Duhaney 60), Marcelo Vega, Eduardo Hurtado
	25	1998-08-18	H	Colorado	4-1	W	14-11	Ramos (Hurtado) 27; Hurtado (Vega, Savarese) 49; Savarese (Duhaney, M.) 88; Savarese (Ramos, Palacios) 89	Tim Howard, Diego Sonora, Arley Palacios, Alexi Lalas, Mike Petke, Mike Sorber (Kerry Zavagnin 75), Mike Duhaney, Marcelo Vega (Miles Joseph 77), Tab Ramos, Giovanni Savarese, Eduardo Hurtado
	26	1998-08-22	A	DC United	1-2	L	14-12	Sonora (Vega) 41	Tony Meola, Diego Sonora, Arley Palacios, Alexi Lalas, Mike Petke, Kerry Zavagnin (Jim Rooney 62), Mike Sorber, Brian Kelly (Miles Joseph 72), Tab Ramos, Giovanni Savarese, Marcelo Vega
	27	1998-08-29	A	Dallas	0-2	L	14-13		Tony Meola, Alexi Lalas, Arley Palacios, Mike Petke (Mike Duhaney 59), Diego Sonora, Brian Kelly, Tab Ramos, Jim Rooney (Giovanni Savarese 61), Mike Sorber, Marcelo Vega, Eduardo Hurtado
	28	1998-09-02	H	New England	0-2	L	14-14		Tony Meola, Diego Sonora, Mark Semioli, Alexi Lalas, Mike Petke, Mike Duhaney (Brian Kelly 72), Kerry Zavagnin, Marcelo Vega (Jim Rooney 60), Tab Ramos, Giovanni Savarese (Miles Joseph 62), Eduardo Hurtado
	29	1998-09-06	A	Columbus	3-4	L	14-15	Hurtado (Ramos, Duhaney, M.) 42; Savarese (Joseph) 54; Savarese (Vega) 77	Tony Meola, Diego Sonora, Mark Semioli (sent off 51), Arley Palacios (sent off 78), Mike Duhaney, Kerry Zavagnin (Miles Joseph 46), Brian Kelly (Giovanni Savarese 46), Billy Walsh, Tab Ramos, Jim Rooney (Marcelo Vega 73), Eduardo Hurtado
	30	1998-09-13	A	Tampa Bay	1-2	L	14-16	Kelly (Sonora) 14	Tony Meola, Diego Sonora (Mike Sorber 45), Mike Duhaney, Mike Petke, Rhett Harty, Alexi Lalas, Billy Walsh, Brian Kelly, Marcelo Vega, Jim Rooney, Giovanni Savarese
	31	1998-09-16	H	DC United	0-5	L	14-17		Tony Meola, Mark Semioli, Alexi Lalas, Rhett Harty, Mike Petke, Billy Walsh, Mike Duhaney (Barry Swift 84), Brian Kelly (Ramiro Corrales 46), Jim Rooney, Marcelo Vega (sent off 7), Giovanni Savarese
	32	1998-09-26	A	New England	0-0	W	15-17		Tony Meola, Arley Palacios, Mike Duhaney, Alexi Lalas, Mike Petke, Tab Ramos, Mike Sorber, Jim Rooney (Billy Walsh 64), Brian Kelly, Giovanni Savarese (Barry Swift 66), Miles Joseph
	P-QF	1998-09-30	A	Columbus	3-5	L		Hurtado (Joseph, Sorber) 53; Sorber (pk) 60; Joseph (Sorber) 80	Tony Meola, Diego Sonora, Alexi Lalas, Arley Palacios, Mike Duhaney, Mike Sorber, Jim Rooney (Billy Walsh 46), Tab Ramos, Brian Kelly (Miles Joseph 46), Marcelo Vega (Giovanni Savarese 75), Eduardo Hurtado
	P-QF	1998-10-03	H	Columbus	1-1	L		Ramos (unassisted) 13	Tony Meola, Mike Petke, Arley Palacios, Alexi Lalas, Mike Duhaney, Diego Sonora (Giovanni Savarese 56), Billy Walsh, Mike Sorber, Miles Joseph (Ramiro Corrales 76), Tab Ramos, Eduardo Hurtado
	1	1999-03-20	A	Miami	2-2	W	1-0	Hurtado (Ramos, Sorber) 36; Hurtado (Chung, Ramos) 52	Mike Ammann, Mike Petke, Mark Semioli, Arley Palacios (sent off 82), Ramiro Corrales, Tab Ramos, Mike Sorber, Billy Walsh, Mike Duhaney (Brian Kelly 76), Eduardo Hurtado, Mark Chung (Miles Joseph 70)
	2	1999-03-28	H	Columbus	1-0	W	2-0	Petke (Joseph) 80 	Mike Ammann, Mike Petke, Billy Walsh, Mark Semioli, Ramiro Corrales, Jim Rooney (Brian Kelly 62), Mike Sorber, Miles Joseph, Mike Duhaney, Mark Chung (Petter Villegas 60), Eduardo Hurtado
	3	1999-04-03	H	DC United	0-1	L	2-1		Mike Ammann, Mike Petke, Arley Palacios, Mark Semioli, Ramiro Corrales, Mike Sorber (Brian Kelly 58), Billy Walsh (sent off 65), Mike Duhaney (Petter Villegas 81), Miles Joseph, Mark Chung (Roy Myers 58), Eduardo Hurtado
	4	1999-04-11	A	Tampa Bay	1-1	W	3-1	Hurtado (pk) 28	Mike Ammann, Mike Petke, Arley Palacios, Mark Semioli, Ramiro Corrales, Mike Sorber, Mark Chung, Miles Joseph (Petter Villegas 74), Mike Duhaney (Brian Kelly 57), Roy Myers, Eduardo Hurtado
	5	1999-04-25	H	Tampa Bay	0-1	L	3-2		Mike Ammann, Mike Petke, Billy Walsh, Mark Semioli, Ramiro Corrales, Mark Chung (Nansha Kalonji 81), Mike Sorber (Petter Villegas 65), Miles Joseph, Mike Duhaney (Brian Kelly 46), Roy Myers, Eduardo Hurtado
	6	1999-05-01	H	Los Angeles	0-0	L	3-3		Mike Ammann, Mike Petke, Billy Walsh, Mark Semioli, Ramiro Corrales, Mike Sorber, Mark Chung, Miles Joseph (Petter Villegas 85), Mike Duhaney (Brian Kelly 46), Roy Myers, Eduardo Hurtado (Nansha Kalonji 70) 
	7	1999-05-08	A	DC United	1-2	L	3-4	Kalonji (Joseph, Villegas) 75	Mike Ammann, Mike Petke, Mark Semioli, Arley Palacios, Ramiro Corrales (Eric Kvello 79), Miles Joseph, Mike Sorber (Nansha Kalonji 46), Billy Walsh, Brian Kelly (Petter Villegas 58), Roy Myers, Mark Chung 
	8	1999-05-15	H	Miami	3-2	W	4-4	Chung (Myers, Corrales) 36; Walsh (Chung) 48; Semioli (Chung, Hurtado) 51	Mike Ammann, Mike Petke, Mark Semioli, Arley Palacios, Ramiro Corrales, Mike Sorber, Billy Walsh, Mark Chung, Roy Myers (Petter Villegas 84), Miles Joseph, Eduardo Hurtado (Nansha Kalonji 75)
	9	1999-05-22	A	Colorado	0-2	L	4-5		Mike Ammann, Mike Petke, Arley Palacios, Mark Semioli, Ramiro Corrales, Mike Sorber, Miles Joseph (Petter Villegas 60), Billy Walsh, Mark Chung, Roy Myers (Mike Duhaney 76), Nansha Kalonji
	10	1999-05-29	H	New England	3-3	L	4-6	Hurtado (Kalonji, Petke) 6; Palacios (unassisted) 50; Kelly (Villegas, Hurtado) 58	Mike Ammann, Mike Petke, Arley Palacios, Mark Semioli, Ramiro Corrales, Billy Walsh, Mike Sorber (Petter Villegas 46), Brian Kelly (Mike Duhaney 84), Mark Chung, Eduardo Hurtado, Nansha Kalonji
	11	1999-06-05	H	Dallas	2-5	L	4-7	Kelly (Sorber, Joseph) 51; Walsh (Villegas) 84	Mike Ammann, Mike Petke (Petter Villegas 60), Mark Semioli, Kevin Knight, Ramiro Corrales (Mike Duhaney 46), Billy Walsh, Mike Sorber, Miles Joseph, Brian Kelly, Mark Chung, Nansha Kalonji 
	12	1999-06-12	H	Colorado	0-1	L	4-8		Tim Howard, Mike Petke, Mark Semioli (sent off 68), Kevin Knight, Ramiro Corrales, Mike Sorber, Billy Walsh, Miles Joseph (Petter Villegas 46), Brian Kelly (Nansha Kalonji 81), Eduardo Hurtado, Mark Chung 
	13	1999-06-20	A	Kansas City	0-6	L	4-9		Mike Ammann, Billy Walsh, Mike Petke, Kevin Knight (Mike Duhaney 65), Brian Kelly (Petter Villegas 46), Eric Kvello (Lawrence Lozzano 33), Mike Sorber, Ramiro Corrales (sent off 74), Mark Chung, Nansha Kalonji, Eduardo Hurtado
	14	1999-06-26	A	Columbus	1-2	L	4-10	Walsh (unassisted) 80 	Tim Howard, Mike Petke, Mark Semioli, Kevin Knight, Mike Duhaney, Mike Sorber (Petter Villegas 77), Billy Walsh, Mark Chung, Lawrence Lozzano (Brian Kelly 61), Nansha Kalonji (Tab Ramos 46), Eduardo Hurtado 
	15	1999-06-30	H	Tampa Bay	1-1	W	5-10	Villegas (unassisted) 73 	Tim Howard, Mike Petke, Billy Walsh, Mark Semioli, Ramiro Corrales, Lawrence Lozzano (Petter Villegas 57), Mike Sorber (Nansha Kalonji 66), Brian Kelly (Mike Duhaney 77), Tab Ramos, Mark Chung, Eduardo Hurtado 
	16	1999-07-04	A	New England	2-3	L	5-11	Chung (Ramos) 30; Villegas (Kalonji, Kelly) 84	Tim Howard, Mike Petke (Petter Villegas 36), Billy Walsh, Mark Semioli, Ramiro Corrales (Kevin Knight 85), Tab Ramos, Lawrence Lozzano, Mike Duhaney, Eduardo Hurtado (Nansha Kalonji 72), Mark Chung, Brian Kelly 
	17	1999-07-10	A	Chicago	0-2	L	5-12		Tim Howard, Lawrence Lozzano, Mohammad Khakpour, Mark Semioli, Ramiro Corrales (Nansha Kalonji 81), Billy Walsh, Tab Ramos (Petter Villegas 32), Mike Duhaney, Brian Kelly, Mark Chung, Eduardo Hurtado 
	OC-3rd	1999-07-13	H	Staten Island	2-3	L		Walsh (Kelly) 69; Walsh (Unassisted) 81	Mike Ammann, Mike Petke, Mark Semioli, Mohammad Khakpour, Ramiro Corrales, Mike Duhaney (Nansha Kalonji 46), Petter Villegas (Kevin Knight 84), Billy Walsh, Brian Kelly, Mark Chung; Eduardo Hurtado
	18	1999-07-24	H	Miami	0-1	L	5-13		Mike Ammann, Lawrence Lozzano, Mohammad Khakpour, Ramiro Corrales, Billy Walsh, Mike Sorber, Petter Villegas (Kevin Knight 70), Mike Duhaney (Mike Petke 46), Brian Kelly, Eduardo Hurtado, Henry Zambrano (Sasa Curcic 70)
	19	1999-08-04	A	Dallas	0-2	L	5-14		Mike Ammann, Ramiro Corrales, Mohammad Khakpour, Mike Petke (Mark Chung 68), Billy Walsh, Lawrence Lozzano, Mike Sorber, Petter Villegas (Miles Joseph 79), Brian Kelly, Sasa Curcic (Eduardo Hurtado 46), Henry Zambrano 
	20	1999-08-07	A	Miami	0-2	L	5-15		Mike Ammann, Billy Walsh, Mohammad Khakpour, Lawrence Lozzano (Mike Petke 21), Ramiro Corrales, Mark Chung (Miles Joseph 44), Mike Sorber, Brian Kelly (Sasa Curcic 58), Petter Villegas, Eduardo Hurtado, Henry Zambrano 
	21	1999-08-11	H	DC United	1-4	L	5-16	Curcic (PK) 19 	Mike Ammann, Mike Petke (sent off 34), Mohammad Khakpour, Kevin Knight, Ramiro Corrales, Nansha Kalonji, Billy Walsh, Miles Joseph (Fernando Fernandes 85), Sasa Curcic, Henry Zambrano (Rob Johnson 46), Eduardo Hurtado
	22	1999-08-14	H	Kansas City	1-2	L	5-17	Curcic (Zambrano) 11	Mike Ammann, Mohammad Khakpour, Billy Walsh, Ramiro Corrales, Mark Semioli (Nansha Kalonji 78), Miles Joseph (Mike Duhaney 62), Mike Sorber, Brian Kelly (Petter Villegas 78), Henry Zambrano, Eduardo Hurtado, Sasa Curcic (sent off 23)
	23	1999-08-18	H	Columbus	2-4	L	5-18	Semioli (Kelly) 38; Wolyniec (Villegas) 77	Mike Ammann, Mark Semioli (Petter Villegas 70), Billy Walsh, Mohammad Khakpour, Ramiro Corrales, Miles Joseph, Mike Sorber, Brian Kelly (John Wolyniec 72), Mike Duhaney, Henry Zambrano, Nansha Kalonji
	24	1999-08-21	A	Los Angeles	1-4	L	5-19	Chung (pk) 71	Mike Ammann, Mark Semioli, Billy Walsh, Mohammad Khakpour, Ramiro Corrales (Mark Chung 46), Petter Villegas, Mike Sorber, Mike Duhaney, Brian Kelly (Eduardo Hurtado 46), Sasa Curcic (Nansha Kalonji 74), Henry Zambrano
	25	1999-08-25	H	New England	1-1	L	5-20	Duhaney (Zambrano, H., Curcic, S.) 14	Tim Howard, Nansha Kalonji, Mark Semioli, Billy Walsh, Ramiro Corrales, Brian Kelly (Petter Villegas 85), Mike Sorber, Mike Duhaney (Mark Chung 17), Sasa Curcic, Henry Zambrano, Eduardo Hurtado
	26	1999-08-28	A	San Jose	1-1	L	5-21	Walsh (Curcic, S.) 9	Tim Howard, Mark Semioli, Nansha Kalonji (Kevin Knight 78), Ramiro Corrales, Billy Walsh, Mike Sorber, Mark Chung (Miles Joseph 90), Petter Villegas, Brian Kelly, Eduardo Hurtado, Sasa Curcic
	27	1999-09-05	H	Chicago	1-2	L	5-22	Hurtado (Chung, Villegas) 60	Tim Howard, Mike Petke, Mohammad Khakpour, Mark Semioli, Ramiro Corrales, Mike Sorber, Billy Walsh, Mark Chung (Miles Joseph 72), Eduardo Hurtado, Henry Zambrano, Sasa Curcic (Petter Villegas 28)
	28	1999-09-12	A	Columbus	2-1	W	6-22	Hurtado (Zambrano, H.) 38; Zambrano (unassisted) 86	Mike Ammann, Mike Petke, Kevin Knight, Mohammad Khakpour, Ramiro Corrales, Petter Villegas, Lawrence Lozzano, Billy Walsh, Brian Kelly, Henry Zambrano, Eduardo Hurtado
	29	1999-09-18	A	DC United	1-1	L	6-23	Villegas (Corrales, Hurtado) 48 	Mike Ammann, Mike Petke, Kevin Knight, Mohammad Khakpour, Ramiro Corrales, Petter Villegas, Lawrence Lozzano, Billy Walsh, Brian Kelly, Henry Zambrano (John Wolyniec 81), Eduardo Hurtado
	30	1999-09-22	H	San Jose	1-2	L	6-24	Zambrano, H. (Kelly, Lozzano) 35	Mike Ammann, Mike Petke, Mark Semioli, Mohammad Khakpour, Ramiro Corrales, Petter Villegas, Billy Walsh, Lawrence Lozzano (Mark Chung 59), Brian Kelly (Miles Joseph 76), Henry Zambrano, Eduardo Hurtado
	31	1999-09-25	A	Tampa Bay	2-1	W	7-24	Hurtado (Chung) 5; Zambrano (Villegas, Chung) 22	Mike Ammann, Lawrence Lozzano, Mark Semioli, Mohammad Khakpour, Ramiro Corrales, Petter Villegas (Miles Joseph 55), Billy Walsh, Mark Chung, Brian Kelly (John Wolyniec 76), Henry Zambrano, Eduardo Hurtado
	32	1999-10-02	A	New England	1-2	L	7-25	Lozzano (Chung) 70 	Mike Ammann (Tim Howard 68), Kevin Knight, Mike Petke, Mohammad Khakpour, Ramiro Corrales, Lawrence Lozzano, Petter Villegas, Mark Chung, Brian Kelly (John Wolyniec 62), Eduardo Hurtado, Henry Zambrano
	1	2000-03-26	A	Miami	1-3	L	0-1-0	Comas (Chung) 27	Mike Ammann, Mohammad Khakpour (Adolfo Valencia 76), Mike Petke, Lothar Matthaus, Thomas Dooley, Petter Villegas, Steve Shak, Ramiro Corrales (Orlando Perez 88), Mark Chung, Alex Comas, Brian Kelly (Miles Joseph 46)
	2	2000-04-01	H	DC United	3-2	W	1-1-0	Comas (PK) 5; Kelly (Valencia, Comas) 23; Valencia (Chung) 56	Mike Ammann, Mike Petke, Mohammad Khakpour, Steve Shak, Ramiro Corrales, Lothar Matthaus, Petter Villegas, Mark Chung (Billy Walsh 82), Brian Kelly (Orlando Perez 63), Alex Comas, Adolfo Valencia
	3	2000-04-08	A	San Jose	0-2	L	1-2-0		Mike Ammann, Mike Petke, Ramiro Corrales, Steve Shak, Mohammad Khakpour (Nino Da Silva 81), Lothar Matthaus, Petter Villegas, Mark Chung, Brian Kelly (Orlando Perez 34), Alex Comas, Adolfo Valencia
	4	2000-04-15	H	Columbus	0-1	L	1-3-0		Mike Ammann, Orlando Perez, Mohammad Khakpour, Mike Petke, Petter Villegas, Lothar Matthaus, Miles Joseph (Nino Da Silva 85), Mark Chung, Steve Shak, Alex Comas, Adolfo Valencia
	5	2000-04-19	H	Kansas City	1-2	L	1-4-0	Comas (Valencia, Joseph) 25	Mike Ammann, Orlando Perez (Nino Da Silva 79), Mohammad Khakpour (Dahir Mohammed 46), Mike Petke, Steve Shak, Mark Chung, Lothar Matthaus, Petter Villegas, Miles Joseph (Brian Kelly 46), Adolfo Valencia, Alex Comas
	6	2000-04-22	A	DC United	3-2	W	2-4-0	own goal (Agoos) 9; Villegas (Valencia, Comas) 41; Petke (Matthaus) 94	Mike Ammann, Mike Petke, Dahir Mohammed, Orlando Perez, Steve Jolley, Mark Chung, Steve Shak, Petter Villegas, Lothar Matthaus, Alex Comas (Brian Kelly 90), Adolfo Valencia (sent off 68)
	7	2000-04-29	H	Los Angeles	0-1	L	2-5-0		Mike Ammann, Orlando Perez, Steve Jolley, Steve Shak (Tab Ramos 46), Mike Petke, Thomas Dooley, Mark Chung (Brian Kelly 71), Lothar Matthaus, Petter Villegas, Daniel Hernandez (Billy Walsh 77), Alex Comas
	8	2000-05-06	A	Columbus	2-0	W	3-5-0	Valencia (Villegas) 60; Valencia (Villegas, Matthaus) 69	Mike Ammann, Mike Petke, Steve Jolley, Ramiro Corrales, Daniel Hernandez, Mark Chung, Lothar Matthaus, Thomas Dooley, Petter Villegas (Steve Shak 92+), Adolfo Valencia, Tab Ramos (Billy Walsh 79)
	9	2000-05-13	A	Kansas City	0-2	L	3-6-0		Mike Ammann, Ramiro Corrales (sent off 69), Mike Petke, Steve Jolley, Daniel Hernandez, Thomas Dooley (Alex Comas 65), Lothar Matthaus, Mark Chung (Brian Kelly 85), Tab Ramos, Petter Villegas (Mark Semioli 85), Adolfo Valencia
	10	2000-05-20	H	Tampa Bay	3-2	W	4-6-0	Valencia (Ramos) 58; Valencia (Chung) 88; Villegas (Chung, Mathis) 96	Mike Ammann, Mark Semioli (Mark Chung 82), Steve Jolley, Mike Petke, Daniel Hernandez, Thomas Dooley (Billy Walsh 26), Tab Ramos, Petter Villegas, Clint Mathis, Adolfo Valencia, Alex Comas (Roy Myers 46)
	11	2000-05-27	H	Chicago	4-1	W	5-6-0	Chung (Myers, Mathis) 4; Jolley (Chung) 34; Mathis (Valencia, Myers) 35; Valencia (PK) 76	Mike Ammann, Mark Semioli, Steve Jolley, Daniel Hernandez, Billy Walsh, Roy Myers (Steve Shak 47+), Tab Ramos (Mike Petke 58), Mark Chung, Petter Villegas (Ramiro Corrales 27), Clint Mathis, Adolfo Valencia
	12	2000-06-03	A	Los Angeles	2-0	W	6-6-0	Mathis (unassisted) 48; Valencia (Myers) 60	Mike Ammann, Steve Jolley, Mike Petke, Daniel Hernandez, Mark Chung, Billy Walsh, Petter Villegas (Steve Shak 81), Ramiro Corrales, Roy Myers, Clint Mathis, Adolfo Valencia (Alex Comas 76)
	13	2000-06-09	H	Tampa Bay	0-3	L	6-7-0		Mike Ammann, Steve Jolley, Mike Petke, Ramiro Corrales, Daniel Hernandez, Mark Chung, Billy Walsh (Thomas Dooley 81), Petter Villegas (Tab Ramos 46), Roy Myers (Alex Comas 63), Clint Mathis, Adolfo Valencia
	OC-2nd	2000-06-14	A	Wilmington	2-1	W		Chung (Ramos) 39; Mathis (Valencia) 43	Tim Howard, Daniel Hernandez, Steve Jolley, Mike Petke, Thomas Dooley, Billy Walsh, Tab Ramos (Orlando Perez 59), Steve Shak, Mark Chung (Alex Comas 64), Clint Mathis, Adolfo Valencia
	14	2000-06-17	H	New England	4-2	W	7-7-0	Walsh (Mathis, Dooley) 20; Valencia (Petke) 41; Shak (Chung, Valencia) 43; Mathis (Unassisted) 49	Mike Ammann, Thomas Dooley, Steve Jolley, Mike Petke, Steve Shak, Mark Chung, Billy Walsh (Orlando Perez 73), Tab Ramos (Alex Comas 86), Daniel Hernandez (sent off 81), Clint Mathis (Ramiro Corrales 86), Adolfo Valencia
