									
									
	15	2000-06-21	H	DC United	2-2	D	7-7-1	Mathis (Ramos) 18; Ramos (Valencia, Mathis) 23	Mike Ammann, Thomas Dooley, Steve Jolley, Mike Petke, Steve Shak (Roy Myers 91), Mark Chung, Billy Walsh, Tab Ramos, Ramiro Corrales (Orlando Perez 81), Clint Mathis, Adolfo Valencia
	16	2000-06-24	A	Colorado	3-1	W	8-7-1	Jolley (Chung) 9; Ramos (Mathis, Chung) 43; Valencia (Mathis, Ramos) 48	Mike Ammann, Mike Petke, Thomas Dooley (Ramiro Corrales 36), Steve Jolley, Steve Shak, Mark Chung, Billy Walsh, Daniel Hernandez, Tab Ramos (Alex Comas 73), Clint Mathis (Roy Myers 62), Adolfo Valencia
	17	2000-06-28	H	San Jose	0-0	D	8-7-2		Tim Howard, Steve Shak, Thomas Dooley (Roy Myers 46), Lothar Matthaus (Petter Villegas 60), Steve Jolley, Tab Ramos, Billy Walsh (Mark Semioli 97), Daniel Hernandez, Mark Chung, Clint Mathis, Adolfo Valencia
	18	2000-07-01	A	Tampa Bay	2-0	W	9-7-2	Chung (Hernandez, Myers) 38; Villegas (Mathis) 86	Tim Howard, Steve Jolley, Mike Petke, Billy Walsh, Daniel Hernandez, Petter Villegas, Mark Chung (Ramiro Corrales 54), Roy Myers (Mark Semioli 72), Tab Ramos, Adolfo Valencia (Steve Shak 62), Clint Mathis
	19	2000-07-05	H	Dallas	2-1	W	10-7-2	Mathis (unassisted) 31; Walsh (unassisted) 59	Tim Howard, Steve Jolley, Mike Petke, Daniel Hernandez, Mark Semioli (Ramiro Corrales 76), Billy Walsh, Tab Ramos, Petter Villegas, Roy Myers (Steve Shak 86), Clint Mathis, Alex Comas (Adolfo Valencia 76)
	20	2000-07-08	A	Kansas City	1-0	W	11-7-2	Mathis (Walsh, Ramos) 87	Tim Howard, Daniel Hernandez, Steve Jolley, Mike Petke, Ramiro Corrales, Billy Walsh, Petter Villegas (Alex Comas 75), Tab Ramos, Roy Myers, Adolfo Valencia (Steve Shak 57), Clint Mathis (Orlando Perez 90)
	21	2000-07-15	A	New England	2-0	W	12-7-2	Comas (Hernandez) 3; Villegas (Valencia) 62	Mike Ammann, Ramiro Corrales (Thomas Dooley 74), Steve Jolley, Daniel Hernandez, Mike Petke, Petter Villegas, Mark Chung, Roy Myers (Orlando Perez 83), Billy Walsh (sent off 78), Alex Comas (Steve Shak 59), Adolfo Valencia
	22	2000-07-22	H	Miami	4-2	W	13-7-2	Comas (Myers) 39; Valencia (PK) 49; Villegas (Valencia) 53; Comas (Chung, Corrales) 59	Mike Ammann, Steve Jolley, Mike Petke (sent off 78), Daniel Hernandez, Thomas Dooley, Mark Chung, Petter Villegas, Ramiro Corrales (Mark Semioli 66), Roy Myers, Adolfo Valencia (Julian Gomez 75), Alex Comas (Orlando Perez 83)
	OC-3rd	2000-07-25	H	Tampa Bay	3-0	W		Chung (Villegas) 23; Comas (Myers) 29; Mathis (Chung) 51	Tim Howard, Steve Jolley, Daniel Hernandez (Mark Semioli), Mike Petke, Tom Dooley, Mark Chung, Petter Villegas, Billy Walsh, Roy Myers (Ramiro Corrales 39), Clint Mathis, Alex Comas (Adolfo Valencia 66)
	23	2000-08-02	A	DC United	2-3	L	13-8-2	Valencia (PK) 33; Walsh (Shak, Dooley) 87	Mike Ammann, Mark Semioli, Steve Jolley, Steve Shak, Thomas Dooley, Billy Walsh, Petter Villegas (Alex Comas 63), Mark Chung, Tab Ramos, Adolfo Valencia, Clint Mathis (J Gomez 78, Orlando Perez 96)
	24	2000-08-06	A	Chicago	1-3	L	13-9-2	Myers (pk) 92	Mike Ammann, Thomas Dooley (Steve Shak 58), Steve Jolley, Mike Petke, Billy Walsh, Ramiro Corrales (Roy Myers 67, sent off 94+), Petter Villegas, Mark Chung, Tab Ramos (sent off 70), Clint Mathis, Adolfo Valencia (Mark Semioli 76)
	OC-QF	2000-08-09	A	Columbus	1-1	D		Ramos (Comas) 62	Tim Howard, Lothar Matthaus, Mike Petke, Steve Jolley, Billy Walsh, Tab Ramos, Mark Chung, Petter Villegas (Julian Gomez 103), Adolfo Valencia, Alex Comas (Ramiro Corrales 85), Clint Mathis (Steve Shak 41)
	25	2000-08-12	H	New England	2-1	W	14-9-2	Valencia (Mathis, Matthaus) 88; Valencia (Mathis) 93	Mike Ammann, Steve Jolley, Lothar Matthaus, Mike Petke, Ramiro Corrales, Steve Shak (sent off 68), Mark Chung, Billy Walsh (Clint Mathis 55), Petter Villegas, Adolfo Valencia, Alex Comas (Mark Semioli 80)
	26	2000-08-16	A	Tampa Bay	3-4	L	14-10-2	Comas (Corrales) 21; Valencia (Comas) 43; Comas (Mathis, Valencia) 85	Mike Ammann (Tim Howard 36), Mike Petke, Lothar Matthaus, Ramiro Corrales (Thomas Dooley 67), Steve Jolley, Petter Villegas, Mark Chung, Billy Walsh, Clint Mathis, Alex Comas, Adolfo Valencia (Mark Semioli 94)
	27	2000-08-20	H	Colorado	5-3	W	15-10-2	Mathis (Chung) 19; Comas (PK) 51; Chung (Villegas) 53; Mathis (Ramos) 57; Petke (Jolley, Chung) 65	Tim Howard (Russell Payne 82), Thomas Dooley, Steve Jolley, Lothar Matthaus (Ramiro Corrales 68), Mike Petke, Mark Chung, Tab Ramos (Mark Semioli 78), Petter Villegas, Roy Myers, Clint Mathis (Adolfo Valencia 62), Alex Comas
	28	2000-08-23	H	Kansas City	0-0	D	15-10-3		Tim Howard, Thomas Dooley (Billy Walsh 87), Steve Jolley, Lothar Matthaus, Mike Petke, Mark Chung, Tab Ramos, Petter Villegas, Roy Myers (Alex Comas 67), Adolfo Valencia, Clint Mathis (Julian Gomez 101+)
	29	2000-08-26	A	Dallas	6-4	W	16-10-3	Mathis (Comas, Myers) 3; Mathis (Comas, Villegas) 26; Mathis (Comas, Villegas) 40; Mathis (Petke) 68; Mathis (PK) 83; Valencia (unassisted) 88	Tim Howard, Steve Jolley, Thomas Dooley, Mike Petke, Billy Walsh, Tab Ramos, Mark Chung, Petter Villegas, Roy Myers (Ramiro Corrales 59), Clint Mathis (Mark Semioli 87), Alex Comas (Adolfo Valencia 59)
	30	2000-09-02	A	Miami	1-4	L	16-11-3	Comas (PK) 45	Tim Howard, Steve Jolley, Thomas Dooley (Steve Shak 70), Mike Petke, Mark Semioli, Ramiro Corrales, Billy Walsh (Adolfo Valencia 78), Petter Villegas, Mark Chung (Orlando Perez 83), Alex Comas, Clint Mathis
	31	2000-09-05	H	Miami	2-1	W	17-11-3	Petke (unassisted) 10; Valencia (PK) 82	Paul Grafer, Thomas Dooley (Orlando Perez 46, sent off 94+), Steve Jolley, Lothar Matthaus, Mike Petke, Mark Semioli, Mark Chung (Petter Villegas 86), Billy Walsh, Tab Ramos, Clint Mathis (Roy Myers 80, sent off 94+), Adolfo Valencia
	32	2000-09-09	A	New England	3-4	L	17-12-3	Comas (unassisted) 15; Comas (Jolley) 34; Comas (Villegas) 47	Paul Grafer, Steve Jolley, Steve Shak (Mark Chung 62), Lothar Matthaus (Dahir Mohammed 21), Mike Petke, Billy Walsh (Adolfo Valencia 71), Petter Villegas, Tab Ramos, Mark Semioli, Clint Mathis, Alex Comas
	OC-SF	2000-09-12	H	Miami	2-3	L		Walsh (Ramos, Comas) 40; Valencia (Gomez, Mathis) 84	Paul Grafer, Steve Jolley, Billy Walsh, Lothar Matthaus,Mike Petke, Mark Chung, Tab Ramos, Peter Villegas (Julian Gomez 76), Roy Myers, Adolfo Valencia, Alex Comas (Clint Mathis 63)
	P-QF	2000-09-15	H	Dallas	2-1	W		Mathis (Petke, Villegas) 34; Valencia (Mathis) 100	Paul Grafer, Steve Jolley, Lothar Matthaus, Mike Petke, Mark Chung, Billy Walsh, Tab Ramos, Petter Villegas, Roy Myers (Alex Comas 94), Clint Mathis, Adolfo Valencia
	P-QF	2000-09-20	A	Dallas	2-1	W		Mathis (Myers, Valencia) 53; Mathis (unassisted) 81	Paul Grafer, Steve Jolley, Lothar Matthaus, Mike Petke, Billy Walsh, Petter Villegas (Mark Semioli 77), Tab Ramos, Mark Chung, Roy Myers (Thomas Dooley 58), Clint Mathis, Adolfo Valencia (Alex Comas 92+)
	P-SF	2000-09-26	A	Chicago	0-3	L			Paul Grafer, Lothar Matthaus, Mike Petke, Steve Jolley, Billy Walsh (Steve Shak 85), Thomas Dooley (Roy Myers 46), Petter Villegas (Alex Comas 83), Mark Chung, Tab Ramos, Clint Mathis, Adolfo Valencia
	P-SF	2000-09-30	H	Chicago	2-0	W		Chung (unassisted) 40; Valencia (Mathis) 84	Mike Ammann, Steve Jolley, Lothar Matthaus, Mike Petke, Mark Chung, Billy Walsh, Petter Villegas, Clint Mathis, Roy Myers (Mark Semioli 77), Alex Comas, Adolfo Valencia (Steve Shak 89)
	P-SF	2000-10-06	A	Chicago	2-3	L		Valencia (Petke, Comas) 32; Valencia (Comas) 36	Mike Ammann, Lothar Matthaus, Mike Petke, Steve Jolley, Billy Walsh, Petter Villegas (Tab Ramos 74), Mark Chung, Roy Myers, Clint Mathis, Alex Comas, Adolfo Valencia
	1	2001-04-07	H	New England	2-1	W	1-0-0	Mathis (unassisted) 61; Valencia (Chung, Mathis) 92+	Tim Howard, Daniel Hernandez, Steve Jolley, Mike Petke, Richie Williams, Tab Ramos, Mark Chung, Petter Villegas, Adolfo Valencia, Clint Mathis, Alex Comas (Pedro Alvarez 28)
	2	2001-04-14	A	Colorado	1-1	D	1-0-1	Alvarez (Mathis) 19	Tim Howard, Mike Petke, Steve Jolley, Daniel Hernandez (Orlando Perez 86), Pedro Alvarez, Richie Williams, Mark Chung, Tab Ramos, Petter Villegas, Clint Mathis, Adolfo Valencia (Rodrigo Faria 67)
	3	2001-04-21	H	Tampa Bay	1-3	L	1-1-1	Comas (Ramos) 37	Tim Howard, Steve Jolley, Steve Shak, Mike Petke, Orlando Perez, Pedro Alvarez (sent off 28), Petter Villegas, Mark Chung, Tab Ramos, Rodrigo Faria (Martin Klinger 70), Alex Comas (Adolfo Valencia 61)
	4	2001-04-28	H	Dallas	3-2	W	2-1-1	Villegas (Comas, Mathis) 22; Chung (Ramos, Petke) 32; Mathis (unassisted) 60	Tim Howard, Orlando Perez, Steve Jolley, Steve Shak, Mike Petke, Richie Williams, Petter Villegas, Mark Chung, Tab Ramos (Rodrigo Faria 82), Clint Mathis (Mersim Beskovic 84), Alex Comas (sent off 59)
	5	2001-05-02	H	Kansas City	4-1	W	3-1-1	Mathis (unassisted) 16; Mathis (Ramos, Valencia) 32; Mathis (Ramos) 49; Valencia (unassisted) 58	Tim Howard, Orlando Perez, Steve Jolley, Mike Petke, Mark Chung, Tab Ramos (Steve Shak 82), Petter Villegas, Richie Williams, Pedro Alvarez (Mersim Beskovic 86), Clint Mathis (Rodrigo Faria 81), Adolfo Valencia
	6	2001-05-05	H	DC United	3-2	W	4-1-1	Mathis (Jolley, Faria) 79; Faria (Comas, Mathis) 88; Villegas (unassisted) 90	Tim Howard, Mike Petke, Steve Jolley, Orlando Perez, Richie Williams, Pedro Alvarez (Rodrigo Faria 36), Petter Villegas, Mark Chung (Adolfo Valencia 79), Tab Ramos, Clint Mathis, Alex Comas (Steve Shak 93+)
	7	2001-05-12	H	Los Angeles	2-0	W	5-1-1	Villegas (Mathis) 53; Mathis (Alvarez) 77	Tim Howard, Mike Petke, Steve Jolley, Orlando Perez, Petter Villegas (sent off 84), Pedro Alvarez, Tab Ramos (Steve Shak 94+), Richie Williams, Mark Chung, Clint Mathis, Alex Comas (Mark Semioli 85)
	8	2001-05-16	H	Colorado	1-0	W	6-1-1	Comas (PK) 11	Tim Howard, Mike Petke, Steve Jolley, Orlando Perez, Steve Shak, Pedro Alvarez (Mark Semioli 70), Richie Williams, Tab Ramos (Martin Klinger 79), Mark Chung, Clint Mathis, Alex Comas (Rodrigo Faria 46)
	9	2001-05-19	A	San Jose	0-2	L	6-2-1		Tim Howard, Mike Petke, Steve Jolley, Pedro Alvarez (Mark Semioli 78), Orlando Perez, Tab Ramos (Martin Klinger 80), Mark Chung, Petter Villegas (Rodrigo Faria 62), Richie Williams, Alex Comas, Clint Mathis
	10	2001-05-24	A	Kansas City	0-1	L	6-3-1		Tim Howard, Mike Petke, Orlando Perez, Steve Jolley, Pedro Alvarez, Richie Williams, Mark Chung, Petter Villegas, Tab Ramos, Clint Mathis, Alex Comas (Rodrigo Faria 71)
	11	2001-06-03	A	New England	1-1	D	6-3-2	Faria (Mathis, Chung) 25	Tim Howard, Steve Jolley, Mike Petke, Pedro Alvarez (sent off 97), Orlando Perez, Mark Chung, Richie Williams, Tab Ramos (Rodrigo Faria 18), Petter Villegas (Mark Semioli 71), Alex Comas (Steve Shak 77), Clint Mathis
	12	2001-06-13	A	DC United	1-2	L	6-4-2	Faria (Ramos, Valencia) 10	Tim Howard, Mike Petke, Steve Jolley, Orlando Perez, Mark Semioli, Steve Shak (Alex Comas 44), Mark Chung, Petter Villegas (Billy Walsh 7), Tab Ramos, Rodrigo Faria, Adolfo Valencia
	13	2001-06-16	H	San Jose	0-0	D	6-4-3		Tim Howard, Orlando Perez, Steve Jolley, Mark Semioli (Daniel Hernandez 88), Mike Petke, Mark Chung (Cordt Weinstein 76), Richie Williams, Pedro Alvarez, Tab Ramos, Adolfo Valencia (Alex Comas 76), Rodrigo Faria
	14	2001-06-23	A	Los Angeles	0-2	L	6-5-3		Tim Howard, Daniel Hernandez, Mike Petke, Steve Jolley, Orlando Perez, Mark Chung, Tab Ramos, Pedro Alvarez (Mark Semioli 58), Richie Williams, Alex Comas (Cordt Weinstein 73), Adolfo Valencia (Rodrigo Faria 46)
	OC-2nd	2001-06-27	A	Charleston	1-4	L		Hernandez 90	Tim Howard, Mike Petke, Daniel Hernandez, Steve Jolley, Richie Williams, Pedro Alvarez, Billy Walsh (Alex Comas 55), Tab Ramos (Adolfo Valencia 71), Orlando Perez, Mark Chung, Martin Klinger.
	15	2001-06-30	A	Chicago	1-3	L	6-6-3	Walsh (Hernandez) 84	Tim Howard, Mike Petke, Orlando Perez, Steve Jolley, Daniel Hernandez, Pedro Alvarez, Billy Walsh, Mark Chung, Tab Ramos (Fausto Klinger 76), Martin Klinger, Adolfo Valencia
	16	2001-07-04	A	Tampa Bay	2-1	W	7-6-3	Walsh (Hernandez) 85; Butler (Hernandez) 93+	Tim Howard, Mike Petke, Steve Jolley, Orlando Perez, Mark Chung, Richie Williams (Mark Semioli, 73), Billy Walsh, Daniel Hernandez, Adolfo Valencia, Martin Klinger (Michael Butler 66), Petter Villegas
	17	2001-07-07	A	Miami	3-0	W	8-6-3	Villegas (Valencia, Chung) 56; Valencia (Hernandez) 67; Valencia (Chung) 73	Tim Howard, Orlando Perez, Steve Jolley, Mike Petke, Mark Semioli (Pedro Alvarez 53), Richie Williams, Daniel Hernandez, Billy Walsh, Petter Villegas, Roy Myers (Mark Chung 50), Adolfo Valencia (Martin Klinger 83)
	18	2001-07-18	A	Columbus	1-2	L	8-7-3	own goal (Lapper) 81	Tim Howard, Steve Jolley, Mike Petke (Billy Walsh 67), Mark Semioli (Rodrigo Faria 46), Orlando Perez, Pedro Alvarez, Richie Williams, Daniel Hernandez, Roy Myers, Adolfo Valencia, Petter Villegas (Mark Chung 35)
	19	2001-07-21	H	DC United	2-1	W	9-7-3	Walsh (Chung, Villegas) 6; own goal (Talley) 86	Tim Howard, Daniel Hernandez, Steve Jolley, Mike Petke (Adolfo Valencia 78), Richie Williams, Petter Villegas, Billy Walsh (Pedro Alvarez 80), Orlando Perez, Mark Chung, Roy Myers (Steve Shak 28), Rodrigo Faria
	20	2001-08-04	H	Miami	2-1	W	10-7-3	Faria (Valencia, Williams) 3; Chung (Hernandez) 78	Tim Howard, Orlando Perez, Steve Jolley, Mike Petke, Richie Williams, Daniel Hernandez, Mark Chung, Billy Walsh (Tab Ramos 56), Petter Villegas (Martin Klinger 93+), Adolfo Valencia, Rodrigo Faria (Mark Semioli 86)
	CM	2001-08-08	H	Dep. Italchacao	2-0	W		Valencia (Chung, Klinger M.) 23; Petke (Hernandez) 47+	Tim Howard, Mike Petke (Tab Ramos 73), Steve Jolley, Orlando Perez, Pedro Alvarez, Billy Walsh (Richie Williams 54), Petter Villegas, Daniel Hernandez, Mark Chung, Adolfo Valencia (Alex Dixon 87), Martin Klinger. 
	21	2001-08-11	A	Dallas	0-3	L	10-8-3		Tim Howard, Steve Jolley, Daniel Hernandez, Mike Petke (sent off 39), Billy Walsh, Tab Ramos, Richie Williams (Ross Paule 58), Mark Chung (Orlando Perez 69), Petter Villegas, Adolfo Valencia (Martin Klinger 35), Rodrigo Faria
	22	2001-08-15	A	DC United	2-1	W	11-8-3	Faria (Paule, Villegas) 10; Chung (Faria, Villegas) 41	Tim Howard, Steve Jolley, Daniel Hernandez, Mark Semioli (Billy Walsh 83), Orlando Perez, Ross Paule (Pedro Alvarez 66), Tab Ramos (Mersim Beskovic 95+), Richie Williams, Rodrigo Faria, Petter Villegas, Mark Chung
	23	2001-08-19	H	Columbus	0-1	L	11-9-3		Tim Howard, Mike Petke, Daniel Hernandez, Steve Jolley, Pedro Alvarez (Martin Klinger 78), Ross Paule, Diego Walsh (Gilmar 57), Mark Chung, Richie Williams (Orlando Perez 87), Petter Villegas, Rodrigo Faria
	24	2001-08-25	A	Miami	3-2	W	12-9-3	Faria (Villegas, Gilmar) 48; Villegas (Chung) 84; Hernandez (unassisted) 91+	Tim Howard, Steve Jolley, Orlando Perez, Mike Petke, Richie Williams, Ross Paule (Gilmar 47+), Pedro Alvarez, Daniel Hernandez, Mark Chung (Mark Semioli 87), Petter Villegas, Rodrigo Faria
	CM	2001-08-29	A	Millonarios	1-2	L		Valencia 68	Tim Howard, Mark Semioll (Gilmar 46), Steve Jolley, Mike Petke, Orlando Perez, Billy Walsh, Pedro Alvarez, Petter Villegas, Daniel Hernandez, Adolfo Valencia, Rodrigo Faria
	25	2001-09-01	H	Chicago	0-1	L	12-10-3		Tim Howard, Mike Petke, Steve Jolley, Mark Semioli (Gilmar 68), Daniel Hernandez, Petter Villegas, Pedro Alvarez, Billy Walsh, Mark Chung, Adolfo Valencia, Rodrigo Faria
	26	2001-09-07	H	New England	3-1	W	13-10-3	Faria (Hernandez) 5; Faria (Villegas, Jolley) 27; Valencia (Jolley, Hernandez) 46+	Tim Howard, Steve Jolley, Orlando Perez, Mike Petke, Pedro Alvarez, Petter Villegas, Mark Chung, Daniel Hernandez, Gilmar, Adolfo Valencia (Ross Paule 77), Rodrigo Faria
	P-QF	2001-09-23	A	Los Angeles	1-1	D		Faria (Valencia, Gilmar) 29	Tim Howard, Mike Petke, Steve Jolley, Orlando Perez, Petter Villegas, Richie Williams (Billy Walsh 96), Daniel Hernandez, Gilmar (sent off 65), Mark Chung, Rodrigo Faria (Ross Paule 95), Adolfo Valencia (Pedro Alvarez 68)
	P-QF	2001-09-26	H	Los Angeles	4-1	W		Faria (Valencia, Chung) 72; Chung (Hernandez) 75; Faria (Villegas, Hernandez) 80; Valencia (unassisted) 83	Tim Howard, Daniel Hernandez, Orlando Perez, Steve Jolley, Mike Petke, Petter Villegas, Richie Williams (Pedro Alvarez 87), Ross Paule, Mark Chung, Adolfo Valencia, Rodrigo Faria (Billy Walsh 82)
	P-QF	2001-09-29	A	Los Angeles	2-4	L		Villegas (Faria, Valencia) 49; Villegas (Chung, Paule) 60	Tim Howard, Mike Petke (Mark Semioli 46, Gilmar 91), Steve Jolley, Orlando Perez, Daniel Hernandez, Richie Williams, Ross Paule (Billy Walsh 91), Mark Chung, Petter Villegas, Adolfo Valencia, Rodrigo Faria
	CM	2001-10-17	H	Guadalajara	2-0	W		(forfeit)	xxx
	CM	2001-10-24	A	Dep. Italchacao	1-2	L		own goal (Garcia) 58	Tim Howard, Steve Jolley, Richie Williams, Orlando Perez, Mark Semioli, Mark Petke, Pedro Alvarez, Daniel Hernandez, Petter Villegas, Alex Dixon (Birahim Diop 87), Martin Klinger (Adolfo Valencia 55)
	CM	2001-10-31	H	Millonarios	0-1	L			Tim Howard, Orlando Perez, Mike Petke, Steve Jolley, Daniel Hernandez, Pedro Alvarez (Birahim Diop 83), Richie Williams, Mark Chung, Gilmar, Adolfo Valencia (Alex Dixon 67), Rodrigo Faria
	CM	2001-11-21	A	Guadalajara	2-0	W		(forfeit)	xxx
	1	2002-03-23	H	New England	3-1	W	1-0-0	Faria (Serna, Hernandez) 53; own goal (Llamosa) 72; Mathis (Serna, Villegas) 77	Tim Howard, Steve Jolley, Mike Petke, Sam Forko, Daniel Hernandez, Ross Paule, Clint Mathis, Brian Kamler, Petter Villegas, Rodrigo Faria (Winston Griffiths 91+), Diego Serna
	2	2002-03-27	H	Columbus	0-1	L	1-1-0		Tim Howard, Steve Jolley, Sam Forko, Mike Petke, Brian Kamler (Brad Davis 82), Daniel Hernandez, Petter Villegas, Ross Paule (Winston Griffiths 78), Tab Ramos, Diego Serna, Rodrigo Faria
	3	2002-04-06	A	Columbus	2-1	W	2-1-0	Faria (Villegas, Kamler) 69; Davis (unassisted) 97	Tim Howard, Brian Kamler, Mike Petke, Joe Addo (Sam Forko 75), Steve Jolley, Daniel Hernandez, Ross Paule (Brad Davis 81), Clint Mathis, Petter Villegas (Tab Ramos 81), Rodrigo Faria, Diego Serna
	4	2002-04-13	A	Colorado	2-1	W	3-1-0	Kamler (Villegas, Hernandez) 17; Davis (Faria, Howard) 78	Tim Howard, Brian Kamler (Sam Forko 71), Joe Addo, Mike Petke, Steve Jolley, Daniel Hernandez, Ross Paule (sent off 57), Clint Mathis, Petter Villegas, Rodrigo Faria (Winston Griffiths 86), Diego Serna (Brad Davis 65)
	5	2002-04-20	H	Chicago	0-2	L	3-2-0		Tim Howard, Joe Addo, Mike Petke, Steve Jolley (Sam Forko 9, Byron Alvarez 65), Daniel Hernandez, Orlando Perez, Tab Ramos (sent off 34), Petter Villegas, Clint Mathis, Rodrigo Faria, Diego Serna (Brad Davis 74)
	6	2002-04-27	H	San Jose	1-1	D	3-2-1	Mathis (Serna, Faria) 55	Tim Howard, Birahim Diop (Orlando Perez 92), Mike Petke, Joe Addo, Petter Villegas, Daniel Hernandez (Darin Lewis 82), Ross Paule, Brad Davis (Brian Kamler 84), Clint Mathis, Rodrigo Faria, Diego Serna
	7	2002-05-04	H	Dallas	1-2	L	3-3-1	Serna (unassisted) 42	Tim Howard, Mike Petke (sent off 45), Joe Addo, Daniel Hernandez, Ross Paule, Brian Kamler (Steve Jolley 46), Petter Villegas (Byron Alvarez 66), Brad Davis (Darin Lewis 74), Tab Ramos, Diego Serna, Rodrigo Faria
	8	2002-05-11	A	San Jose	1-2	L	3-4-1	Faria (PK) 50	Tim Howard, Brian Kamler, Joe Addo, Steve Jolley, Daniel Hernandez, Jeff Moore, Ross Paule (Mark Lisi 46), Sam Forko (Craig Ziadie 72), Tab Ramos (Brad Davis 46), Diego Serna (sent off 91+), Rodrigo Faria
	9	2002-05-18	A	DC United	2-4	L	3-5-1	Faria (PK) 3; Lisi (Ramos) 62	Tim Howard, Joe Addo (Brad Davis 79), Daniel Hernandez, Steve Jolley, Mike Petke (Craig Ziadie 87), Birahim Diop, Brian Kamler, Jeff Moore, Rodrigo Faria, Darin Lewis (Mark Lisi 14), Tab Ramos
	10	2002-05-25	H	Kansas City	1-1	D	3-5-2	Diallo (Williams, Ramos) 42	Tim Howard, Craig Ziadie, Steve Jolley, Mike Petke, Birahim Diop (Ted Chronopoulos 46), Ross Paule, Jeff Moore (Mark Lisi 97), Andy Williams, Tab Ramos, Brad Davis (Rodrigo Faria 91), Mamadou Diallo
	11	2002-06-15	H	Los Angeles	5-0	W	4-5-2	Diallo (Williams, Davis) 27; Diallo (unassisted) 36; Diallo (Williams, Paule) 58; Davis (Ramos, Williams) 60; Diallo (PK) 92	Tim Howard, Craig Ziadie, Mike Petke, Steve Jolley, Ted Chronopoulos, Ross Paule, Jeff Moore (Mark Lisi 70), Brad Davis, Tab Ramos (Rodrigo Faria 76), Mamadou Diallo, Andy Williams (Byron Alvarez 82)
	12	2002-06-22	A	Chicago	1-0	W	5-5-2	Faria (Diallo) 81	Tim Howard, Ted Chronopoulos, Steve Jolley, Mike Petke, Craig Ziadie, Ross Paule, Jeff Moore, Andy Williams (Sam Forko 88), Brad Davis (Joe Addo 61), Rodrigo Faria (Mark Lisi 83), Mamadou Diallo
	13	2002-06-26	H	Colorado	0-1	L	5-6-2		Tim Howard, Craig Ziadie, Mike Petke, Steve Jolley, Ted Chronopoulos, Jeff Moore, Ross Paule (Brad Davis 64), Tab Ramos, Richie Williams (Byron Alvarez 73), Rodrigo Faria, Mamadou Diallo
	14	2002-06-29	A	New England	2-0	W	6-6-2	Diallo (Mathis, Jolley) 5; Lisi (Mathis, Moore) 85	Tim Howard, Steve Jolley, Ted Chronopoulos, Craig Ziadie, Mike Petke, Ross Paule (Mark Lisi 82), Jeff Moore, Andy Williams (Joe Addo 73), Clint Mathis, Mamadou Diallo (sent off 32), Brad Davis (Rodrigo Faria 55)
	15	2002-07-04	A	Dallas	0-2	L	6-7-2		Tim Howard, Ted Chronopoulos (Birahim Diop 90), Mike Petke, Steve Jolley, Craig Ziadie (Sam Forko 87), Jeff Moore (Andy Williams 76), Ross Paule, Mark Lisi, Brad Davis, Clint Mathis, Rodrigo Faria
	16	2002-07-06	A	Columbus	3-2	W	7-7-2	Faria (Williams) 5; Paule (PK) 59; Jolley (unassisted) 64 	Tim Howard, Craig Ziadie, Steve Jolley, Mike Petke, Ted Chronopoulos, Ross Paule, Jeff Moore, Andy Williams, Tab Ramos (Mark Lisi 43), Clint Mathis (Brad Davis 32, Joe Addo 80), Rodrigo Faria
	17	2002-07-13	H	Chicago	2-3	L	7-8-2	Williams (Diallo, Moore) 14; Diallo (PK) 87	Tim Howard, Steve Jolley, Ted Chronopoulos, Craig Ziadie (Byron Alvarez 82), Mike Petke, Ross Paule (Joe Addo 94), Jeff Moore (Mark Lisi 77), Brad Davis, Andy Williams, Rodrigo Faria, Mamadou Diallo
	OC-3rd	2002-07-16	A	Hampton Roads	1-0	W		Faria 76	Tim Howard (Paul Grafer 46), Mike Petke (Joe Addo 85), Craig Ziadie, Steve Jolley, Ted Chronopoulos, Jeff Moore (Mark Lisi 53), Ross Paule, Brad Davis, Andy Williams, Mamadou Diallo (Byron Alvarez 64), Rodrigo Faria
	18	2002-07-20	H	New England	4-3	W	8-8-2	Williams (Paule, Chronopoulos) 25; Diallo (PK) 34; Davis (unassisted) 41; Diallo (Williams, Chronopoulos) 46	Tim Howard, Steve Jolley, Craig Ziadie, Ted Chronopoulos, Mike Petke, Mark Lisi (Joe Addo 68), Ross Paule, Brad Davis (Jeff Moore 62), Andy Williams, Mamadou Diallo (Byron Alvarez 81), Rodrigo Faria
	19	2002-07-24	A	Kansas City	3-1	W	9-8-2	Faria (Chronopoulos, Addo) 22; Diallo (Faria, Williams) 26; Faria (Lisi, Williams) 90 	Tim Howard, Mike Petke, Joe Addo (Brian Piesner 93+), Craig Ziadie, Steve Jolley, Ted Chronopoulos, Ross Paule (Mark Lisi 83), Jeff Moore, Andy Williams, Mamadou Diallo (Sam Forko 88), Rodrigo Faria
	20	2002-07-27	A	Chicago	0-3	L	9-9-2		Tim Howard, Craig Ziadie, Mike Petke, Steve Jolley, Joe Addo, Jeff Moore (Byron Alvarez 77), Ross Paule (Mark Lisi 77), Andy Williams, Ted Chronopoulos, Rodrigo Faria, Mamadou Diallo (Dustin Sheppard 41)
